channel code,order no,extern order no,flipkart extern order no,unique external order no,order date & time,date,order type,order level status,line status,sr status,forward status,report status,cancellation type,reason for cancellation,bill city,bill pin code,bill email,bill phone,bill state,ship city,ship pincode,ship email,ship phone,ship state,sku,ean,order amount,line amount,mrp,discount amount,order qty,voucher code,voucher amount,shipping charges,brand code,fullfilment location name,fullfilment location pincode,fullfilment location city,fullfilment location state,location type,extern location code,shipment id,extern transporter name,awb,razorpay status,razorpay order id,razorpay payment id,transporter remarks,transporter remarks2,transporter shipment id,internal invoice no,external invoice no,invoice date,pack time & date,ship by date,shipped  complete time & date,line level tax value,order level tax value,tagloop,on hold,bag id,marketplace name,marketplace type,line cancellation reason,line cancelled by,sr pickup timestamp,sr customer delivered timestamp,sr pickup ageing in days,sr delivered ageing in days,exchange original bagid,replacement order,customer order tag,payment gateway name,pg amount (bagid),ca+brand point redemption (bag id),egc redemption (bag id),is exchange,original bagid,original order no,payu payment id,order channel,delivered_date,marketplace/web,order-sku_combo,fulfillment_id,order_dt,order_dt_date,order_dt_time,pack_dt,pack_dt_date,pack_dt_time,ship_dt,ship_dt_date,ship_dt_time,del_dt,del_dt_date,del_dt_time,sr_order picked up date,sr_order deliver date,sr_pickupdt,sr_pickupdt_date,sr_pickupdt_time,sr_deliverdt,sr_deliverdt_date,sr_deliverdt_time,o2p,p2s,s2d,o2d,o2p_D,p2s_D,s2d_D,o2d_D,o2p_Abs,p2s_Abs,s2d_Abs,o2d_Abs,o2p_H,p2s_H,s2d_H,o2d_H,lane,sr_zone,sr_charged weight,sr_edd,sr_weight (kg),sr_awb code,sr_awb assigned date,sr_order tags,sr_master courier
RK,RK50000010,RKI00500010,,RKI00500010,1/26/2026 1:44,1/26/2026,COD,Delivered,shipped complete,pending,pickup pending,Pickup pending,,,Kolkata,700001,user41635@example.com,8745595491,West Bengal,Kolkata,700001,user41635@example.com,8745595491,West Bengal,SKU3030966,6.86E+12,699,699,999,300,3,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,STORE,MBWH21,LFW488896443,XpressBees,5748253283,,,pay_RKAPKFPGLZIK,,,TSID488896443,RKLFW8854238082,9.26E+14,1/26/2026 1:44,1/26/2026 4:49,1/28/2026 14:49,1/26/2026 6:53,34.95,34.95,,NO,RKI00500010-424120992-1,WooCommerce,Custom,,,,,,,NO,,,,App,1/27/2026,Website,RKI00500010424120992,RKI00500010424120992,1/26/2026 1:44,1/26/2026,01:44:52,1/26/2026 4:49,Web,04:49:11,1/26/2026 6:53,1/26/2026,06:53:16,1/27/2026 1:00,1/27/2026,01:00:07,1/26/2026,1/27/2026,1/26/2026 6:53,1/26/2026,06:53:16,1/27/2026 1:00,1/27/2026,01:00:07,3.072,2.068,18.114,23.254,D0,D0,D0,D0,3.072,2.068,18.114,23.254,0-6Hrs,0-6Hrs,12-24Hrs,12-24Hrs,Navi Mumbai-Kolkata,z_b,0.7,1/27/2026,0.2,5748253283,1/26/2026 4:44,WMS,XpressBees,,,,,,,
RK,RK50000011,RKI00500011,,RKI00500011,1/31/2026 15:53,1/31/2026,COD,Cancelled,cancelled,in transit,delivered,Pickup pending,,,Jaipur,302001,user43092@example.com,9051831252,Rajasthan,Jaipur,302001,user43092@example.com,9051831252,Rajasthan,SKU4717770,6.76E+12,2199,2199,2499,300,3,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,STORE,MBWH34,LFW369942642,XpressBees,6458544482,,,pay_RKBBRJWEUYPD,,,TSID369942642,RKLFW1990153355,9.35E+14,1/31/2026 15:53,1/31/2026 18:49,02-01-2026 20:21,1/31/2026 20:32,109.95,109.95,,NO,RKI00500011-946100998-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,App,02-03-2026,Website,RKI00500011946100998,RKI00500011946100998,1/31/2026 15:53,1/31/2026,15:53:02,1/31/2026 18:49,Marketplace,18:49:18,1/31/2026 20:32,1/31/2026,20:32:55,02-03-2026 08:07,02-03-2026,08:07:29,1/31/2026,02-03-2026,1/31/2026 20:32,1/31/2026,20:32:55,02-03-2026 08:07,02-03-2026,08:07:29,2.938,1.727,59.576,64.241,D0,D0,D2,D2,2.938,1.727,59.576,64.241,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Jaipur,z_b,1.3,02-01-2026,1.1,6458544482,1/31/2026 18:44,WMS,XpressBees,,,,,,,
NB,NB50000012,NBI00500012,,NBI00500012,2/21/2026 11:18,2/21/2026,Prepaid,Cancelled,processing,in transit,delivered,Pickup pending,,,Delhi,110001,user17816@example.com,7712632936,Delhi,Delhi,110001,user17816@example.com,7712632936,Delhi,SKU6097514,6.13E+12,4499,4499,4999,500,3,,0,0,NB,NB Warehouse,421301,Thane,Maharashtra,STORE,MBWH47,LFW754586204,XpressBees,3667292043,,,pay_NBIZZUSVZGND,,,TSID754586204,NBLFW4275930923,9.34E+14,2/21/2026 11:18,2/21/2026 14:02,2/24/2026 2:14,2/21/2026 16:15,224.95,224.95,,NO,NBI00500012-914990914-1,Custom,Custom,,,,,,,NO,,,,Web,2/22/2026,Website,NBI00500012914990914,NBI00500012914990914,2/21/2026 11:18,2/21/2026,11:18:36,2/21/2026 14:02,Web,14:02:28,2/21/2026 16:15,2/21/2026,16:15:26,2/22/2026 13:21,2/22/2026,13:21:39,2/21/2026,2/22/2026,2/21/2026 16:15,2/21/2026,16:15:26,2/22/2026 13:21,2/22/2026,13:21:39,2.731,2.216,21.104,26.051,D0,D0,D0,D1,2.731,2.216,21.104,26.051,0-6Hrs,0-6Hrs,12-24Hrs,24+Hrs,Thane-Delhi,z_b,2.2,2/22/2026,1.8,3667292043,2/21/2026 13:57,WMS,XpressBees,,,,,,,
AX,AX50000013,AXI00500013,,AXI00500013,3/14/2026 21:11,3/14/2026,Prepaid,Cancelled,cancelled,pending,pickup pending,Pickup pending,Customer Request,Changed mind,Surat,395001,user91609@example.com,9141011556,Gujarat,Surat,395001,user91609@example.com,9141011556,Gujarat,SKU5567533,6.59E+12,3999,3999,4499,500,1,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,STORE,MBWH95,LFW921155204,Delhivery,5083595988,,,pay_AXRBOCKIKDYM,,,TSID921155204,AXLFW4248149900,9.79E+14,3/14/2026 21:11,3/14/2026 23:30,3/16/2026 16:30,3/15/2026 1:10,199.95,199.95,,NO,AXI00500013-854998490-1,Custom,Custom,,,,,,,NO,,,,Web,3/16/2026,Website,AXI00500013854998490,AXI00500013854998490,3/14/2026 21:11,3/14/2026,21:11:14,3/14/2026 23:30,Marketplace,23:30:17,3/15/2026 1:10,3/15/2026,01:10:35,3/16/2026 7:25,3/16/2026,07:25:19,3/15/2026,3/16/2026,3/15/2026 1:10,3/15/2026,01:10:35,3/16/2026 7:25,3/16/2026,07:25:19,2.317,1.672,30.245,34.235,D0,D0,D1,D1,2.317,1.672,30.245,34.235,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bengaluru-Surat,z_b,1,3/18/2026,1,5083595988,3/14/2026 23:25,WMS,Delhivery,,,,,,,
RK,RK50000014,RKI00500014,,RKI00500014,1/27/2026 6:08,1/27/2026,Prepaid,Cancelled,shipped complete,delivered,pickup pending,Pickup pending,,,Mumbai,400077,user84946@example.com,8644847276,Maharashtra,Mumbai,400077,user84946@example.com,8644847276,Maharashtra,SKU1484348,6.70E+12,2299,2299,2499,200,2,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,STORE,MBWH63,LFW869446962,ElasticRun SDD,5956268238,,,pay_RKVPEORPLKRY,,,TSID869446962,RKLFW8324687182,9.68E+14,1/27/2026 6:08,1/27/2026 7:32,1/29/2026 5:24,1/27/2026 8:45,114.95,114.95,,NO,RKI00500014-669368396-1,Custom,Custom,,,,,,,NO,,,,App,1/30/2026,Website,RKI00500014669368396,RKI00500014669368396,1/27/2026 6:08,1/27/2026,06:08:32,1/27/2026 7:32,Web,07:32:07,1/27/2026 8:45,1/27/2026,08:45:19,1/30/2026 1:36,1/30/2026,01:36:22,1/27/2026,1/30/2026,1/27/2026 8:45,1/27/2026,08:45:19,1/30/2026 1:36,1/30/2026,01:36:22,1.393,1.22,64.851,67.464,D0,D0,D2,D2,1.393,1.22,64.851,67.464,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Mumbai,z_b,2.3,1/29/2026,1.9,5956268238,1/27/2026 7:27,WMS,ElasticRun SDD,,,,,,,
VS,VS50000015,VSI00500015,,VSI00500015,01-06-2026 07:19,01-06-2026,Prepaid,Cancelled,shipped complete,in transit,pickup pending,Pickup pending,Out of Stock,Duplicate order,Kolkata,700001,user84177@example.com,9928310291,West Bengal,Kolkata,700001,user84177@example.com,9928310291,West Bengal,SKU3551903,6.14E+12,4299,4299,4999,700,2,,0,0,VS,LF Logistics,421302,Bhiwandi,Maharastra,STORE,MBWH90,LFW180346223,XpressBees,5165932723,,,pay_VSDOFWJABKZB,,,TSID180346223,VSLFW9457665185,9.60E+14,01-06-2026 07:19,01-06-2026 09:44,01-09-2026 06:45,01-06-2026 12:31,214.95,214.95,,NO,VSI00500015-597951504-1,WooCommerce,Custom,,,,,,,NO,,,,App,01-07-2026,Website,VSI00500015597951504,VSI00500015597951504,01-06-2026 07:19,01-06-2026,07:19:04,01-06-2026 09:44,Web,09:44:13,01-06-2026 12:31,01-06-2026,12:31:14,01-07-2026 23:23,01-07-2026,23:23:39,01-06-2026,01-07-2026,01-06-2026 12:31,01-06-2026,12:31:14,01-07-2026 23:23,01-07-2026,23:23:39,2.419,2.784,34.874,40.076,D0,D0,D1,D1,2.419,2.784,34.874,40.076,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bhiwandi-Kolkata,z_b,1.1,01-10-2026,1,5165932723,01-06-2026 09:39,WMS,XpressBees,,,,,,,
VS,VS50000016,VSI00500016,,VSI00500016,1/23/2026 1:48,1/23/2026,Prepaid,Cancelled,cancelled,delivered,pickup pending,Pickup pending,,,Bengaluru,560001,user67779@example.com,7143299564,Karnataka,Bengaluru,560001,user67779@example.com,7143299564,Karnataka,SKU3401116,6.51E+12,2499,2499,2999,500,2,,0,0,VS,LF Logistics,421302,Bhiwandi,Maharastra,WH,MBWH45,LFW841218491,BlueDart,9426850694,,,pay_VSYZHTZLHUGT,,,TSID841218491,VSLFW6369130994,9.44E+14,1/23/2026 1:48,1/23/2026 5:25,1/25/2026 21:37,1/23/2026 7:28,124.95,124.95,,NO,VSI00500016-803382689-1,WooCommerce,Custom,,,,,,,NO,,,,Web,1/24/2026,Website,VSI00500016803382689,VSI00500016803382689,1/23/2026 1:48,1/23/2026,01:48:58,1/23/2026 5:25,Marketplace,05:25:43,1/23/2026 7:28,1/23/2026,07:28:41,1/24/2026 9:55,1/24/2026,09:55:40,1/23/2026,1/24/2026,1/23/2026 7:28,1/23/2026,07:28:41,1/24/2026 9:55,1/24/2026,09:55:40,3.613,2.049,26.45,32.112,D0,D0,D1,D1,3.613,2.049,26.45,32.112,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bhiwandi-Bengaluru,z_b,2.1,1/26/2026,1.8,9426850694,1/23/2026 5:20,WMS,BlueDart,,,,,,,
ZP,ZP50000017,ZPI00500017,,ZPI00500017,1/17/2026 2:04,1/17/2026,COD,Delivered,cancelled,pickup scheduled,cancelled,Pickup pending,Customer Request,Changed mind,Pune,411001,user86983@example.com,7663670797,Maharashtra,Pune,411001,user86983@example.com,7663670797,Maharashtra,SKU7138070,6.55E+12,2799,2799,2999,200,2,,0,0,ZP,ZP Center,110020,Delhi,Delhi,WH,MBWH89,LFW196961971,Delhivery,7688606771,,,pay_ZPUNDEBBJPDD,,,TSID196961971,ZPLFW8690920484,9.05E+14,1/17/2026 2:04,1/17/2026 3:57,1/18/2026 8:25,1/17/2026 6:19,139.95,139.95,,NO,ZPI00500017-035807486-1,Shopify,Custom,,,,,,,NO,,,,Web,1/18/2026,Website,ZPI00500017035807486,ZPI00500017035807486,1/17/2026 2:04,1/17/2026,02:04:23,1/17/2026 3:57,Marketplace,03:57:30,1/17/2026 6:19,1/17/2026,06:19:37,1/18/2026 4:51,1/18/2026,04:51:55,1/17/2026,1/18/2026,1/17/2026 6:19,1/17/2026,06:19:37,1/18/2026 4:51,1/18/2026,04:51:55,1.885,2.369,22.538,26.792,D0,D0,D0,D1,1.885,2.369,22.538,26.792,0-6Hrs,0-6Hrs,12-24Hrs,24+Hrs,Delhi-Pune,z_b,1.3,1/21/2026,1,7688606771,1/17/2026 3:52,WMS,Delhivery,,,,,,,
RK,RK50000018,RKI00500018,,RKI00500018,03-04-2026 14:09,03-04-2026,COD,Delivered,shipped complete,in transit,delivered,Pickup pending,Out of Stock,Duplicate order,Delhi,110001,user78955@example.com,7488120041,Delhi,Delhi,110001,user78955@example.com,7488120041,Delhi,SKU8460758,6.26E+12,3499,3499,3499,0,3,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,WH,MBWH52,LFW198433586,ElasticRun SDD,8834841054,,,pay_RKZFDVAEALZZ,,,TSID198433586,RKLFW3846570058,9.90E+14,03-04-2026 14:09,03-04-2026 17:58,03-06-2026 00:35,03-04-2026 19:10,174.95,174.95,,NO,RKI00500018-780641120-1,Shopify,Custom,,,,,,,NO,,,,App,03-07-2026,Website,RKI00500018780641120,RKI00500018780641120,03-04-2026 14:09,03-04-2026,14:09:36,03-04-2026 17:58,Web,17:58:37,03-04-2026 19:10,03-04-2026,19:10:35,03-07-2026 00:35,03-07-2026,00:35:36,03-04-2026,03-07-2026,03-04-2026 19:10,03-04-2026,19:10:35,03-07-2026 00:35,03-07-2026,00:35:36,3.817,1.199,53.417,58.433,D0,D0,D2,D2,3.817,1.199,53.417,58.433,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Delhi,z_b,0.5,03-08-2026,0.5,8834841054,03-04-2026 17:53,WMS,ElasticRun SDD,,,,,,,
NB,NB50000019,NBI00500019,,NBI00500019,2/27/2026 17:53,2/27/2026,Prepaid,Shipped,processing,in transit,cancelled,Pickup pending,Customer Request,Changed mind,Ahmedabad,380001,user18799@example.com,7391807468,Gujarat,Ahmedabad,380001,user18799@example.com,7391807468,Gujarat,SKU1727544,6.86E+12,4699,4699,4999,300,2,,0,0,NB,NB Warehouse,421301,Thane,Maharashtra,WH,MBWH22,LFW186748119,XpressBees,2905085701,,,pay_NBOHNKOMNXDK,,,TSID186748119,NBLFW1637088959,9.25E+14,2/27/2026 17:53,2/27/2026 20:26,03-02-2026 15:16,2/27/2026 21:12,234.95,234.95,,NO,NBI00500019-116944078-1,Magento,Custom,,,,,,,NO,,,,App,03-01-2026,Website,NBI00500019116944078,NBI00500019116944078,2/27/2026 17:53,2/27/2026,17:53:39,2/27/2026 20:26,Web,20:26:02,2/27/2026 21:12,2/27/2026,21:12:24,03-01-2026 15:26,03-01-2026,15:26:13,2/27/2026,03-01-2026,2/27/2026 21:12,2/27/2026,21:12:24,03-01-2026 15:26,03-01-2026,15:26:13,2.54,0.773,42.23,45.543,D0,D0,D1,D1,2.54,0.773,42.23,45.543,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Thane-Ahmedabad,z_b,1,03-03-2026,0.9,2905085701,2/27/2026 20:21,WMS,XpressBees,,,,,,,
NB,NB50000020,NBI00500020,,NBI00500020,2/25/2026 2:13,2/25/2026,COD,Shipped,cancelled,pending,delivered,Pickup pending,Customer Request,Changed mind,Delhi,110001,user30631@example.com,8589365925,Delhi,Delhi,110001,user30631@example.com,8589365925,Delhi,SKU6530541,6.14E+12,3699,3699,3999,300,3,,0,0,NB,NB Warehouse,421301,Thane,Maharashtra,WH,MBWH13,LFW266140258,Ekart,3179320310,,,pay_NBKLAFESVMCE,,,TSID266140258,NBLFW8115628227,9.32E+14,2/25/2026 2:13,2/25/2026 5:26,2/27/2026 6:22,2/25/2026 7:58,184.95,184.95,,NO,NBI00500020-021671257-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,Web,2/27/2026,Website,NBI00500020021671257,NBI00500020021671257,2/25/2026 2:13,2/25/2026,02:13:15,2/25/2026 5:26,Web,05:26:14,2/25/2026 7:58,2/25/2026,07:58:00,2/27/2026 5:20,2/27/2026,05:20:56,2/25/2026,2/27/2026,2/25/2026 7:58,2/25/2026,07:58:00,2/27/2026 5:20,2/27/2026,05:20:56,3.216,2.529,45.382,51.128,D0,D0,D1,D2,3.216,2.529,45.382,51.128,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Thane-Delhi,z_b,0.8,2/28/2026,0.6,3179320310,2/25/2026 5:21,WMS,Ekart,,,,,,,
AX,AX50000021,AXI00500021,,AXI00500021,3/14/2026 13:42,3/14/2026,COD,Cancelled,cancelled,delivered,pickup pending,Pickup pending,,,Pune,411001,user47947@example.com,7494665880,Maharashtra,Pune,411001,user47947@example.com,7494665880,Maharashtra,SKU2368710,6.49E+12,3499,3499,3999,500,3,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,WH,MBWH10,LFW828230915,XpressBees,5771235243,,,pay_AXRVZLCMXBNA,,,TSID828230915,AXLFW8160279830,9.04E+14,3/14/2026 13:42,3/14/2026 17:21,3/15/2026 16:06,3/14/2026 18:15,174.95,174.95,,NO,AXI00500021-499977257-1,Magento,Custom,,,,,,,NO,,,,Web,3/17/2026,Website,AXI00500021499977257,AXI00500021499977257,3/14/2026 13:42,3/14/2026,13:42:47,3/14/2026 17:21,Web,17:21:47,3/14/2026 18:15,3/14/2026,18:15:07,3/17/2026 3:31,3/17/2026,03:31:05,3/14/2026,3/17/2026,3/14/2026 18:15,3/14/2026,18:15:07,3/17/2026 3:31,3/17/2026,03:31:05,3.65,0.889,57.266,61.805,D0,D0,D2,D2,3.65,0.889,57.266,61.805,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bengaluru-Pune,z_b,1.5,3/18/2026,1.2,5771235243,3/14/2026 17:16,WMS,XpressBees,,,,,,,
RK,RK50000022,RKI00500022,,RKI00500022,02-11-2026 03:57,02-11-2026,COD,Shipped,processing,pending,delivered,Pickup pending,Out of Stock,Duplicate order,Mumbai,400077,user14929@example.com,7244340918,Maharashtra,Mumbai,400077,user14929@example.com,7244340918,Maharashtra,SKU8326807,6.12E+12,1999,1999,2499,500,3,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,WH,MBWH69,LFW182011731,BlueDart,4346285771,,,pay_RKKUKEOCPOUJ,,,TSID182011731,RKLFW3190227431,9.55E+14,02-11-2026 03:57,02-11-2026 07:47,02-12-2026 21:19,02-11-2026 09:26,99.95,99.95,,NO,RKI00500022-591149697-1,WooCommerce,Custom,,,,,,,NO,,,,Web,2/13/2026,Website,RKI00500022591149697,RKI00500022591149697,02-11-2026 03:57,02-11-2026,03:57:11,02-11-2026 07:47,Web,07:47:45,02-11-2026 09:26,02-11-2026,09:26:46,2/13/2026 14:49,2/13/2026,14:49:21,02-11-2026,2/13/2026,02-11-2026 09:26,02-11-2026,09:26:46,2/13/2026 14:49,2/13/2026,14:49:21,3.843,1.65,53.377,58.87,D0,D0,D2,D2,3.843,1.65,53.377,58.87,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Mumbai,z_b,1.3,2/15/2026,1.1,4346285771,02-11-2026 07:42,WMS,BlueDart,,,,,,,
AX,AX50000023,AXI00500023,,AXI00500023,01-10-2026 14:49,01-10-2026,COD,Partially Shipped,shipped complete,in transit,pickup pending,Pickup pending,,,Chennai,600001,user94343@example.com,8410796055,Tamil Nadu,Chennai,600001,user94343@example.com,8410796055,Tamil Nadu,SKU1688246,7.00E+12,2199,2199,2499,300,3,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,WH,MBWH18,LFW366012797,ElasticRun SDD,1741134891,,,pay_AXEKCSVELJUW,,,TSID366012797,AXLFW8334179373,9.79E+14,01-10-2026 14:49,01-10-2026 18:45,01-12-2026 09:16,01-10-2026 19:29,109.95,109.95,,NO,AXI00500023-364004203-1,Magento,Custom,,,,,,,NO,,,,Web,01-12-2026,Website,AXI00500023364004203,AXI00500023364004203,01-10-2026 14:49,01-10-2026,14:49:38,01-10-2026 18:45,Web,18:45:33,01-10-2026 19:29,01-10-2026,19:29:06,01-12-2026 19:07,01-12-2026,19:07:47,01-10-2026,01-12-2026,01-10-2026 19:29,01-10-2026,19:29:06,01-12-2026 19:07,01-12-2026,19:07:47,3.932,0.726,47.645,52.303,D0,D0,D1,D2,3.932,0.726,47.645,52.303,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bengaluru-Chennai,z_b,1.5,1/14/2026,1.5,1741134891,01-10-2026 18:40,WMS,ElasticRun SDD,,,,,,,
VS,VS50000024,VSI00500024,,VSI00500024,01-12-2026 14:51,01-12-2026,Prepaid,Shipped,cancelled,pickup scheduled,pickup pending,Pickup pending,,,Jaipur,302001,user47363@example.com,7360240905,Rajasthan,Jaipur,302001,user47363@example.com,7360240905,Rajasthan,SKU4593556,6.54E+12,2299,2299,2499,200,1,,0,0,VS,LF Logistics,421302,Bhiwandi,Maharastra,WH,MBWH34,LFW274211616,Ekart,2617999521,,,pay_VSQNFGZTEIBU,,,TSID274211616,VSLFW4876877928,9.71E+14,01-12-2026 14:51,01-12-2026 17:07,1/13/2026 23:30,01-12-2026 18:32,114.95,114.95,,NO,VSI00500024-866560574-1,Magento,Custom,,,,,,,NO,,,,App,1/14/2026,Website,VSI00500024866560574,VSI00500024866560574,01-12-2026 14:51,01-12-2026,14:51:30,01-12-2026 17:07,Web,17:07:43,01-12-2026 18:32,01-12-2026,18:32:00,1/14/2026 4:17,1/14/2026,04:17:21,01-12-2026,1/14/2026,01-12-2026 18:32,01-12-2026,18:32:00,1/14/2026 4:17,1/14/2026,04:17:21,2.27,1.405,33.756,37.431,D0,D0,D1,D1,2.27,1.405,33.756,37.431,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bhiwandi-Jaipur,z_b,2.3,1/13/2026,1.9,2617999521,01-12-2026 17:02,WMS,Ekart,,,,,,,
VS,VS50000025,VSI00500025,,VSI00500025,2/27/2026 20:49,2/27/2026,COD,Delivered,delivered,in transit,pickup pending,Pickup pending,,,Chennai,600001,user66261@example.com,7006718781,Tamil Nadu,Chennai,600001,user66261@example.com,7006718781,Tamil Nadu,SKU8568671,6.39E+12,499,499,999,500,1,,0,0,VS,LF Logistics,421302,Bhiwandi,Maharastra,WH,MBWH29,LFW206389694,Delhivery,5416031878,,,pay_VSDBHNUZTOCD,,,TSID206389694,VSLFW8086527181,9.22E+14,2/27/2026 20:49,2/27/2026 22:15,03-01-2026 07:28,2/27/2026 23:51,24.95,24.95,,NO,VSI00500025-051545285-1,Magento,Custom,,,,,,,NO,,,,Web,03-02-2026,Website,VSI00500025051545285,VSI00500025051545285,2/27/2026 20:49,2/27/2026,20:49:19,2/27/2026 22:15,Marketplace,22:15:50,2/27/2026 23:51,2/27/2026,23:51:27,03-02-2026 20:38,03-02-2026,20:38:33,2/27/2026,03-02-2026,2/27/2026 23:51,2/27/2026,23:51:27,03-02-2026 20:38,03-02-2026,20:38:33,1.442,1.594,68.785,71.821,D0,D0,D2,D2,1.442,1.594,68.785,71.821,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bhiwandi-Chennai,z_b,1.6,03-02-2026,1.2,5416031878,2/27/2026 22:10,WMS,Delhivery,,,,,,,
ZP,ZP50000026,ZPI00500026,,ZPI00500026,1/31/2026 13:07,1/31/2026,COD,Cancelled,shipped complete,in transit,delivered,Pickup pending,,,Pune,411001,user67637@example.com,8660626647,Maharashtra,Pune,411001,user67637@example.com,8660626647,Maharashtra,SKU9825812,6.56E+12,4299,4299,4999,700,1,,0,0,ZP,ZP Center,110020,Delhi,Delhi,WH,MBWH14,LFW358906986,ElasticRun SDD,5585133383,,,pay_ZPRPIBYUGJLY,,,TSID358906986,ZPLFW3698343112,9.95E+14,1/31/2026 13:07,1/31/2026 14:41,02-02-2026 06:26,1/31/2026 16:51,214.95,214.95,,NO,ZPI00500026-387595414-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,App,02-02-2026,Website,ZPI00500026387595414,ZPI00500026387595414,1/31/2026 13:07,1/31/2026,13:07:30,1/31/2026 14:41,Web,14:41:13,1/31/2026 16:51,1/31/2026,16:51:27,02-02-2026 12:16,02-02-2026,12:16:00,1/31/2026,02-02-2026,1/31/2026 16:51,1/31/2026,16:51:27,02-02-2026 12:16,02-02-2026,12:16:00,1.562,2.171,43.409,47.142,D0,D0,D1,D1,1.562,2.171,43.409,47.142,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Delhi-Pune,z_b,0.6,02-04-2026,0.4,5585133383,1/31/2026 14:36,WMS,ElasticRun SDD,,,,,,,
AX,AX50000027,AXI00500027,,AXI00500027,03-05-2026 15:55,03-05-2026,COD,Shipped,shipped complete,pending,delivered,Pickup pending,,,Bengaluru,560001,user95139@example.com,8196963451,Karnataka,Bengaluru,560001,user95139@example.com,8196963451,Karnataka,SKU8121922,6.47E+12,1299,1299,1999,700,2,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,WH,MBWH87,LFW840629322,XpressBees,2830154607,,,pay_AXLMSBTEVOLL,,,TSID840629322,AXLFW7201539282,9.71E+14,03-05-2026 15:55,03-05-2026 18:01,03-06-2026 19:52,03-05-2026 20:30,64.95,64.95,,NO,AXI00500027-785391458-1,Magento,Custom,,,,,,,NO,,,,Web,03-07-2026,Website,AXI00500027785391458,AXI00500027785391458,03-05-2026 15:55,03-05-2026,15:55:03,03-05-2026 18:01,Web,18:01:10,03-05-2026 20:30,03-05-2026,20:30:46,03-07-2026 00:30,03-07-2026,00:30:57,03-05-2026,03-07-2026,03-05-2026 20:30,03-05-2026,20:30:46,03-07-2026 00:30,03-07-2026,00:30:57,2.102,2.493,28.003,32.599,D0,D0,D1,D1,2.102,2.493,28.003,32.599,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bengaluru-Bengaluru,z_b,0.6,03-08-2026,0.4,2830154607,03-05-2026 17:56,WMS,XpressBees,,,,,,,
VS,VS50000028,VSI00500028,,VSI00500028,01-04-2026 16:55,01-04-2026,COD,Partially Shipped,shipped complete,delivered,pickup pending,Pickup pending,,,Delhi,110001,user26274@example.com,9225231724,Delhi,Delhi,110001,user26274@example.com,9225231724,Delhi,SKU5366937,6.49E+12,1799,1799,2499,700,2,,0,0,VS,LF Logistics,421302,Bhiwandi,Maharastra,WH,MBWH18,LFW682152066,Delhivery,9868845806,,,pay_VSCEKUCOOVQL,,,TSID682152066,VSLFW1963110410,9.32E+14,01-04-2026 16:55,01-04-2026 19:25,01-06-2026 05:29,01-04-2026 20:53,89.95,89.95,,NO,VSI00500028-650091135-1,Shopify,Custom,,,,,,,NO,,,,Web,01-06-2026,Website,VSI00500028650091135,VSI00500028650091135,01-04-2026 16:55,01-04-2026,16:55:13,01-04-2026 19:25,Web,19:25:03,01-04-2026 20:53,01-04-2026,20:53:06,01-06-2026 18:35,01-06-2026,18:35:07,01-04-2026,01-06-2026,01-04-2026 20:53,01-04-2026,20:53:06,01-06-2026 18:35,01-06-2026,18:35:07,2.497,1.467,45.7,49.665,D0,D0,D1,D2,2.497,1.467,45.7,49.665,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bhiwandi-Delhi,z_b,1.5,01-05-2026,1,9868845806,01-04-2026 19:20,WMS,Delhivery,,,,,,,
